Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Données de la sécurité alimentaire","Espagne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","39565.2"
"Données de la sécurité alimentaire","Espagne","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","45787.7"
"Données de la sécurité alimentaire","Espagne","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.46"
"Données de la sécurité alimentaire","Espagne","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.27"
"Données de la sécurité alimentaire","Estonie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","20669.5"
"Données de la sécurité alimentaire","Estonie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","43877"
"Données de la sécurité alimentaire","Estonie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.9"
"Données de la sécurité alimentaire","Estonie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.72"
"Données de la sécurité alimentaire","Eswatini","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","6111.9"
"Données de la sécurité alimentaire","Eswatini","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","10170.9"
"Données de la sécurité alimentaire","Eswatini","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.04"
"Données de la sécurité alimentaire","Eswatini","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.25"
"Données de la sécurité alimentaire","États-Unis d'Amérique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","55360.3"
"Données de la sécurité alimentaire","États-Unis d'Amérique","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","71308.9"
"Données de la sécurité alimentaire","États-Unis d'Amérique","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.08"
"Données de la sécurité alimentaire","États-Unis d'Amérique","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.04"
"Données de la sécurité alimentaire","Éthiopie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","814.9"
"Données de la sécurité alimentaire","Éthiopie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2698.6"
"Données de la sécurité alimentaire","Éthiopie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.95"
"Données de la sécurité alimentaire","Éthiopie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.04"
"Données de la sécurité alimentaire","Fédération de Russie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","20237.7"
"Données de la sécurité alimentaire","Fédération de Russie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","38128.7"
"Données de la sécurité alimentaire","Fédération de Russie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.4"
"Données de la sécurité alimentaire","Fédération de Russie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.92"
"Données de la sécurité alimentaire","Fidji","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","9521.2"
"Données de la sécurité alimentaire","Fidji","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","12643.9"
"Données de la sécurité alimentaire","Fidji","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.3"
"Données de la sécurité alimentaire","Fidji","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.76"
"Données de la sécurité alimentaire","Finlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","47471.6"
"Données de la sécurité alimentaire","Finlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","58634.4"
"Données de la sécurité alimentaire","Finlande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.72"
"Données de la sécurité alimentaire","Finlande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.89"
"Données de la sécurité alimentaire","France","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","47587.9"
"Données de la sécurité alimentaire","France","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","54988.3"
"Données de la sécurité alimentaire","France","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.79"
"Données de la sécurité alimentaire","France","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.33"
"Données de la sécurité alimentaire","Gabon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","22614.2"
"Données de la sécurité alimentaire","Gabon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","19718.3"
"Données de la sécurité alimentaire","Gabon","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.64"
"Données de la sécurité alimentaire","Gabon","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.07"
"Données de la sécurité alimentaire","Gambie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2702.7"
"Données de la sécurité alimentaire","Gambie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2744.8"
"Données de la sécurité alimentaire","Gambie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.53"
"Données de la sécurité alimentaire","Gambie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.05"
"Données de la sécurité alimentaire","Géorgie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","5937.1"
"Données de la sécurité alimentaire","Géorgie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","20612.2"
"Données de la sécurité alimentaire","Géorgie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.81"
"Données de la sécurité alimentaire","Géorgie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.44"
"Données de la sécurité alimentaire","Ghana","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3322.5"
"Données de la sécurité alimentaire","Ghana","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","6616.1"
"Données de la sécurité alimentaire","Ghana","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.36"
"Données de la sécurité alimentaire","Ghana","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.07"
"Données de la sécurité alimentaire","Grèce","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","32464.2"
"Données de la sécurité alimentaire","Grèce","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","35328.8"
"Données de la sécurité alimentaire","Grèce","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.81"
"Données de la sécurité alimentaire","Grèce","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.06"
"Données de la sécurité alimentaire","Grenade","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","11634.2"
"Données de la sécurité alimentaire","Grenade","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","15136.3"
"Données de la sécurité alimentaire","Grenade","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.02"
"Données de la sécurité alimentaire","Grenade","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.04"
"Données de la sécurité alimentaire","Groenland","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","44368.7"
"Données de la sécurité alimentaire","Groenland","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.57"
"Données de la sécurité alimentaire","Guatemala","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","8814.6"
"Données de la sécurité alimentaire","Guatemala","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","12424.8"
"Données de la sécurité alimentaire","Guatemala","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.77"
"Données de la sécurité alimentaire","Guatemala","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.3"
"Données de la sécurité alimentaire","Guinée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2384"
"Données de la sécurité alimentaire","Guinée","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3818.2"
"Données de la sécurité alimentaire","Guinée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.91"
"Données de la sécurité alimentaire","Guinée","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.86"
"Données de la sécurité alimentaire","Guinée équatoriale","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","12043.5"
"Données de la sécurité alimentaire","Guinée équatoriale","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","18165.2"
"Données de la sécurité alimentaire","Guinée équatoriale","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.04"
"Données de la sécurité alimentaire","Guinée équatoriale","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.07"
"Données de la sécurité alimentaire","Guinée-Bissau","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1987.1"
"Données de la sécurité alimentaire","Guinée-Bissau","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2192.4"
"Données de la sécurité alimentaire","Guinée-Bissau","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.35"
"Données de la sécurité alimentaire","Guinée-Bissau","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.39"
"Données de la sécurité alimentaire","Guyana","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","8086.4"
"Données de la sécurité alimentaire","Guyana","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","37667.8"
"Données de la sécurité alimentaire","Guyana","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.49"
"Données de la sécurité alimentaire","Guyana","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.03"
"Données de la sécurité alimentaire","Haïti","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3234.4"
"Données de la sécurité alimentaire","Haïti","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3026.2"
"Données de la sécurité alimentaire","Haïti","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.63"
"Données de la sécurité alimentaire","Haïti","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.41"
"Données de la sécurité alimentaire","Honduras","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4577.8"
"Données de la sécurité alimentaire","Honduras","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","6440.4"
"Données de la sécurité alimentaire","Honduras","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.08"
"Données de la sécurité alimentaire","Honduras","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.55"
"Données de la sécurité alimentaire","Hongrie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","22333.2"
"Données de la sécurité alimentaire","Hongrie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","40683.9"
"Données de la sécurité alimentaire","Hongrie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.92"
"Données de la sécurité alimentaire","Hongrie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.64"
"Données de la sécurité alimentaire","Îles Marshall","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3474.4"
"Données de la sécurité alimentaire","Îles Marshall","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","6625.5"
"Données de la sécurité alimentaire","Îles Marshall","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.06"
"Données de la sécurité alimentaire","Îles Salomon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2345.7"
"Données de la sécurité alimentaire","Îles Salomon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2480.3"
"Données de la sécurité alimentaire","Îles Salomon","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.73"
"Données de la sécurité alimentaire","Îles Salomon","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.38"
"Données de la sécurité alimentaire","Inde","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3097.7"
"Données de la sécurité alimentaire","Inde","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","8568.6"
"Données de la sécurité alimentaire","Inde","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1"
"Données de la sécurité alimentaire","Inde","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.57"
"Données de la sécurité alimentaire","Indonésie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","6113.1"
"Données de la sécurité alimentaire","Indonésie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","13495.5"
"Données de la sécurité alimentaire","Indonésie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-2"
"Données de la sécurité alimentaire","Indonésie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.44"
"Données de la sécurité alimentaire","Iran (République islamique d')","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","11053.8"
"Données de la sécurité alimentaire","Iran (République islamique d')","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","15499.9"
"Données de la sécurité alimentaire","Iran (République islamique d')","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.73"
"Données de la sécurité alimentaire","Iran (République islamique d')","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.59"
"Données de la sécurité alimentaire","Iraq","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","12466.7"
"Données de la sécurité alimentaire","Iraq","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","13062"
"Données de la sécurité alimentaire","Iraq","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.73"
"Données de la sécurité alimentaire","Iraq","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.47"
"Données de la sécurité alimentaire","Irlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","52814.5"
"Données de la sécurité alimentaire","Irlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","122596"
"Données de la sécurité alimentaire","Irlande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.58"
"Données de la sécurité alimentaire","Irlande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.88"
"Données de la sécurité alimentaire","Islande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","48053.2"
"Données de la sécurité alimentaire","Islande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","64294.7"
"Données de la sécurité alimentaire","Islande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.58"
"Données de la sécurité alimentaire","Islande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.26"
"Données de la sécurité alimentaire","Israël","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","33171.3"
"Données de la sécurité alimentaire","Israël","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","48318.9"
"Données de la sécurité alimentaire","Israël","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.04"
"Données de la sécurité alimentaire","Israël","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.29"
"Données de la sécurité alimentaire","Italie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","50489.1"
"Données de la sécurité alimentaire","Italie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","51941.2"
"Données de la sécurité alimentaire","Italie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.92"
"Données de la sécurité alimentaire","Italie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.41"
"Données de la sécurité alimentaire","Jamaïque","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","9502.3"
"Données de la sécurité alimentaire","Jamaïque","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","10114"
"Données de la sécurité alimentaire","Jamaïque","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.19"
"Données de la sécurité alimentaire","Jamaïque","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.38"
"Données de la sécurité alimentaire","Japon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","38993.5"
"Données de la sécurité alimentaire","Japon","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","44913.8"
"Données de la sécurité alimentaire","Japon","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.2"
"Données de la sécurité alimentaire","Japon","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.07"
"Données de la sécurité alimentaire","Jordanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","8616"
"Données de la sécurité alimentaire","Jordanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","9222.5"
"Données de la sécurité alimentaire","Jordanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0"
"Données de la sécurité alimentaire","Jordanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.3"
"Données de la sécurité alimentaire","Kazakhstan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","13472.5"
"Données de la sécurité alimentaire","Kazakhstan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","34210.9"
"Données de la sécurité alimentaire","Kazakhstan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.09"
"Données de la sécurité alimentaire","Kazakhstan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.36"
"Données de la sécurité alimentaire","Kenya","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3731.2"
"Données de la sécurité alimentaire","Kenya","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5513.9"
"Données de la sécurité alimentaire","Kenya","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.07"
"Données de la sécurité alimentaire","Kenya","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.94"
"Données de la sécurité alimentaire","Kirghizistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3638.4"
"Données de la sécurité alimentaire","Kirghizistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5991.5"
"Données de la sécurité alimentaire","Kirghizistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.18"
"Données de la sécurité alimentaire","Kirghizistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.55"
"Données de la sécurité alimentaire","Kiribati","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2277.1"
"Données de la sécurité alimentaire","Kiribati","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2209.9"
"Données de la sécurité alimentaire","Kiribati","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.12"
"Données de la sécurité alimentaire","Koweït","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","61369"
"Données de la sécurité alimentaire","Koweït","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","52164.4"
"Données de la sécurité alimentaire","Koweït","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.75"
"Données de la sécurité alimentaire","Koweït","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.28"
"Données de la sécurité alimentaire","Lesotho","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1879.8"
"Données de la sécurité alimentaire","Lesotho","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2457.4"
"Données de la sécurité alimentaire","Lesotho","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.1"
"Données de la sécurité alimentaire","Lesotho","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.13"
"Données de la sécurité alimentaire","Lettonie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","15007.3"
"Données de la sécurité alimentaire","Lettonie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","38116.4"
"Données de la sécurité alimentaire","Lettonie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.42"
"Données de la sécurité alimentaire","Lettonie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.48"
"Données de la sécurité alimentaire","Liban","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","11595"
"Données de la sécurité alimentaire","Liban","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.44"
"Données de la sécurité alimentaire","Liban","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.47"
"Données de la sécurité alimentaire","Libéria","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1887.2"
"Données de la sécurité alimentaire","Libéria","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1598.2"
"Données de la sécurité alimentaire","Libéria","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.95"
"Données de la sécurité alimentaire","Libéria","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.29"
"Données de la sécurité alimentaire","Libye","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","20252.1"
"Données de la sécurité alimentaire","Libye","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","14777.6"
"Données de la sécurité alimentaire","Libye","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.29"
"Données de la sécurité alimentaire","Libye","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.2"
"Données de la sécurité alimentaire","Lituanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","16296.9"
"Données de la sécurité alimentaire","Lituanie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","47025.4"
"Données de la sécurité alimentaire","Lituanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.43"
"Données de la sécurité alimentaire","Lituanie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.65"
"Données de la sécurité alimentaire","Luxembourg","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","115588"
"Données de la sécurité alimentaire","Luxembourg","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","137059"
"Données de la sécurité alimentaire","Luxembourg","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.61"
"Données de la sécurité alimentaire","Luxembourg","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.06"
"Données de la sécurité alimentaire","Macédoine du Nord","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","12179.4"
"Données de la sécurité alimentaire","Macédoine du Nord","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","20403.3"
"Données de la sécurité alimentaire","Macédoine du Nord","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.61"
"Données de la sécurité alimentaire","Macédoine du Nord","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.12"
"Données de la sécurité alimentaire","Madagascar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1739"
"Données de la sécurité alimentaire","Madagascar","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1664.6"
"Données de la sécurité alimentaire","Madagascar","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.16"
"Données de la sécurité alimentaire","Madagascar","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.53"
"Données de la sécurité alimentaire","Malaisie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","18556.8"
"Données de la sécurité alimentaire","Malaisie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","32735.4"
"Données de la sécurité alimentaire","Malaisie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.09"
"Données de la sécurité alimentaire","Malaisie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.14"
"Données de la sécurité alimentaire","Malawi","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1296.7"
"Données de la sécurité alimentaire","Malawi","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1703.6"
"Données de la sécurité alimentaire","Malawi","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.33"
"Données de la sécurité alimentaire","Malawi","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.15"
"Données de la sécurité alimentaire","Maldives","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","13642.4"
"Données de la sécurité alimentaire","Maldives","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","21393.7"
"Données de la sécurité alimentaire","Maldives","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.18"
"Données de la sécurité alimentaire","Maldives","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.67"
"Données de la sécurité alimentaire","Mali","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1793.8"
"Données de la sécurité alimentaire","Mali","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2413"
"Données de la sécurité alimentaire","Mali","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.24"
"Données de la sécurité alimentaire","Mali","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.48"
"Données de la sécurité alimentaire","Malte","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","31532.2"
"Données de la sécurité alimentaire","Malte","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","55727.7"
"Données de la sécurité alimentaire","Malte","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.59"
"Données de la sécurité alimentaire","Malte","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.91"
